mse,ssim,vif-p,psnr-b,psnr,original_image_size,compressed_image_size,compression_ratio,experiment_name,model_name
246.78161333333333,0.6624445493530526,0.21560234593416006,24.51586298612209,24.207675617682117,750144,313576,0.4180210732872622,svd_0.1_components,SVDModel
296.0665537037037,0.6714388420462795,0.21849021755117679,23.565575129816963,23.416910124531384,540144,195976,0.3628217660475725,svd_0.1_components,SVDModel
36.958093812375246,0.8484088738878109,0.36182555709404784,32.19958610569708,32.453707973489394,501144,174736,0.34867423335408587,svd_0.1_components,SVDModel
554.9836258865248,0.640196364837422,0.18935440380896074,20.10912170382153,20.68800190884028,564144,205072,0.3635100258090133,svd_0.1_components,SVDModel
107.17490818363274,0.7087776227775024,0.22724807087365764,27.751446494470137,27.829872407436373,501144,174736,0.34867423335408587,svd_0.1_components,SVDModel
114.35982730923695,0.7896749903127334,0.32725051275315215,27.275053861284285,27.548068699943244,498144,174280,0.3498586754030963,svd_0.1_components,SVDModel
165.28180580580582,0.6985313712644601,0.2358868835432808,25.57161488917757,25.948553117310105,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
258.1566265060241,0.7345658387281837,0.26043898807230575,23.491433760502698,24.01197083632393,498144,174280,0.3498586754030963,svd_0.1_components,SVDModel
631.8607204968944,0.5831830473857913,0.16461683880498565,20.342104939075,20.12459002499761,483144,167128,0.34591757322868544,svd_0.1_components,SVDModel
148.27565565565567,0.7064718586803761,0.21282748921254513,26.388621469823306,26.420105077646035,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
447.39973373373374,0.6159930539223579,0.20615913548726683,21.33437059338517,21.62384639574006,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
153.71260362941737,0.8160240565787436,0.3237923995656215,26.794364783557544,26.26370882032479,523648,183160,0.3497769494011244,svd_0.1_components,SVDModel
134.947375249501,0.7959609308907524,0.3329837828283056,26.53568507983897,26.829159189983006,501144,174736,0.34867423335408587,svd_0.1_components,SVDModel
220.84931531531532,0.6352712156235917,0.19417070810642678,24.605022953575574,24.689843036861845,222144,59560,0.26811437626044365,svd_0.1_components,SVDModel
247.65800234741783,0.7669042565943006,0.3141070113625681,23.645231341980832,24.19227995360754,426144,140104,0.3287714950814748,svd_0.1_components,SVDModel
76.88236836836838,0.8704116894579393,0.39187618684288145,29.641016503616825,29.272536075202368,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
151.02634939759037,0.7207443887728288,0.2677601950826094,26.364116823206857,26.34027636093559,498144,174280,0.3498586754030963,svd_0.1_components,SVDModel
207.8372329218107,0.7763929599888949,0.28711694668342197,24.892135271058873,24.953570091577618,607648,228496,0.3760334930749381,svd_0.1_components,SVDModel
604.4296224899598,0.7839551481946824,0.22275362900020523,19.943613569976904,20.31734620342092,498144,174280,0.3498586754030963,svd_0.1_components,SVDModel
519.6092355555555,0.680996182840898,0.23722059200096357,21.00487132416992,20.974034992306436,562648,204832,0.36404999217983536,svd_0.1_components,SVDModel
210.82807466666668,0.7200101990389379,0.2834794786693251,26.198564206616428,24.891519181748052,750144,313576,0.4180210732872622,svd_0.1_components,SVDModel
507.64672177777777,0.678973392821801,0.20890019692593845,21.352759354324462,21.075187748753198,562648,204832,0.36404999217983536,svd_0.1_components,SVDModel
242.54572172172172,0.6625078335278936,0.21117170923988712,24.306152444889946,24.282867423842248,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
27.005025777777778,0.8720274042445526,0.3264664453219901,33.829443922044405,33.81635764692605,562648,204832,0.36404999217983536,svd_0.1_components,SVDModel
144.19413333333333,0.7742559671962344,0.3032347095723213,27.57584518480055,26.541327697826333,562648,204832,0.36404999217983536,svd_0.1_components,SVDModel
71.6917088009208,0.8839088302130399,0.4563533880165836,29.825390022081407,29.57611428773601,243416,93664,0.38478982482663426,svd_0.1_components,SVDModel
93.59853414882772,0.7430972140005631,0.21112809352104775,28.430012794484977,28.418113135834417,490648,168208,0.34282825977075215,svd_0.1_components,SVDModel
124.62430166666667,0.8147394117186731,0.3628829974094305,27.494761618016685,27.174776231141994,600144,227176,0.37853581807032977,svd_0.1_components,SVDModel
172.2714198198198,0.6227917016064205,0.1910903288841619,25.629304225391376,25.768671277849023,555144,203608,0.3667661003271223,svd_0.1_components,SVDModel
263.671984375,0.7025729319725382,0.2528245728996854,23.503041699241827,23.920163731969872,576144,212344,0.3685606376183732,svd_0.1_components,SVDModel
465.4400302222222,0.6373382103505723,0.19751852365150743,21.321706385061976,21.45216628765064,562648,204832,0.36404999217983536,svd_0.1_components,SVDModel
178.74166595593462,0.6356831169356155,0.2262476757415893,27.10336475178249,25.608545594226428,703648,280288,0.3983355314020647,svd_0.1_components,SVDModel
251.16991717171717,0.7231089245844077,0.2598706814485333,23.590427870449382,24.13112738496555,495144,173848,0.3511059408980014,svd_0.1_components,SVDModel
70.90023823823825,0.8274948517702895,0.3391036669379544,29.180871662895523,29.624326663706206,499648,174520,0.34928589727167925,svd_0.1_components,SVDModel
172.27403463203464,0.7248446745182945,0.25229848152278683,25.919643374678397,25.76860535920163,577648,212608,0.3680580561172202,svd_0.1_components,SVDModel
445.317899543379,0.6131685872261378,0.16782932719536017,20.52500106659965,21.644102089285028,328648,97432,0.29646308512451014,svd_0.1_components,SVDModel
56.607293729372934,0.8658539227926091,0.40197878482348576,30.294713215817794,30.602079681542072,454648,153400,0.33740388168429203,svd_0.1_components,SVDModel
338.1032960526316,0.703313820886084,0.25601195823415135,22.67520598108845,22.840309562941187,456144,153592,0.3367182293310884,svd_0.1_components,SVDModel
